Freq.	Temp.	E'(G')	"E""(G"")"	tanD
Hz	Cel	Pa	Pa	
5	170.0762024	41638091.9	3504403.07	0.08416339
1	170.4177094	42721387.37	5894590.164	0.137977496
0.200000003	171.236969	34894697.39	10224659.26	0.293014705
20	171.4667816	43849900.84	5542819.453	0.126404375
10	171.6924438	42787494.77	3954429.032	0.092420205
5	171.9403839	42662184.43	3692382.837	0.086549319
1	172.3095856	40808390.13	3691037.316	0.090448
0.200000003	173.1075287	49818043.59	59781.65423	0.0012
20	173.3166351	44318843.15	4945421.412	0.111587331
10	173.5349731	41891626.92	3540051.237	0.084504984
5	173.7714691	41350885.43	3956014.971	0.095669411
1	174.1658173	41899903.79	2873489.241	0.068579853
0.200000003	174.9806213	47469429.93	10621355.8	0.2237515
20	175.181778	42691158.37	4235522.382	0.099213101
10	175.383255	42805720.84	3519646.743	0.082223751
5	175.6156006	43315072.8	4001413.481	0.092379235
1	176.0093079	40399485.29	2928775.011	0.072495356
0.200000003	176.8829956	53825219.75	7278944.616	0.13523297
20	177.0981598	44682621.28	5171673.968	0.115742408
10	177.3024902	42910490.58	4305819.15	0.100344211
5	177.5284729	43324086.41	3639816.634	0.0840137
1	177.8887787	42152363.05	2836640.823	0.06729494
0.200000003	178.7751923	37319749.05	44783.70194	0.0012
20	178.9944916	45830351.82	4491815.271	0.098009616
10	179.2055054	43308119.45	4495814.347	0.103809968
5	179.4203491	43274565.36	3649603.244	0.08433599
1	179.7596436	41798322.23	2983493.356	0.071378306
0.200000003	180.6330109	48726833.1	11155676.1	0.228943184
20	180.8688507	45597918.1	4240798.929	0.093004219
10	181.1021576	44349323.16	4338817.43	0.097832777
5	181.3310089	43546505.74	3815299.189	0.087614357
1	181.666153	41643672.84	2737058.183	0.065725669
0.200000003	182.4949646	42353322.49	3403513.417	0.08036001
20	182.7352753	46597372.35	4214946.744	0.090454601
10	182.9787598	45097788.37	4461339.335	0.098925903
5	183.2317963	43614745.1	3636848.093	0.083385743
1	183.5857239	41822217.25	2823025.059	0.067500606
0.200000003	184.3594666	39876242.91	3707251.622	0.092968926
20	184.5927734	47452116.63	4770778.28	0.10053879
10	184.8349762	45121862.69	3008053.399	0.066665098
5	185.0883331	44026759.88	3790646.238	0.086098686
1	185.4683685	42779592.79	2964624.68	0.069299974
0.200000003	186.2573853	42288818.96	4947234.321	0.116986819
20	186.4655457	47671021.79	4856705.019	0.101879612
10	186.6822968	46606343.58	4366238.439	0.093683355
5	186.9159241	46013029.78	3540763.116	0.076951317
1	187.2977753	44164115.53	2935145.456	0.066459961
0.200000003	188.1496124	34209418.71	11990802.34	0.35051173
20	188.3686523	47163355.19	4520248.477	0.095842384
10	188.5918579	47208071.16	4442684.997	0.094108589
5	188.8249817	44925141.11	3698486.989	0.082325548
1	189.1807709	43349956.93	2878315.922	0.066397205
0.200000003	190.0236359	48458889.34	11028974.61	0.22759445
20	190.2433167	48109386.3	4688633.427	0.097457767
10	190.4636383	47294360.57	5147328.263	0.108835988
5	190.6967621	44687286.19	3746136.049	0.083830021
1	191.0751038	45047921.77	2952849.33	0.065549068
0.200000003	191.8863983	55951958.49	777812.7135	0.013901439
20	192.1018829	47986807.75	4464368.999	0.093033254
10	192.3256378	46416268.92	4542797.573	0.097870804
5	192.5691223	47149380.03	4026884.665	0.085406944
1	192.9481964	44619258.71	3029593.558	0.067898788
0.200000003	193.7693634	25206915.83	7981970.159	0.31665796
20	193.9867554	48385238.55	5633807.993	0.116436504
10	194.2140045	47378381.08	4612829.882	0.09736149
5	194.4571686	45108304.79	3663872.617	0.081223905
1	194.8406982	44332518.41	2857502.516	0.064456128
0.200000003	195.669693	48513407.82	13987164.87	0.288315445
20	195.8749695	48204180.76	4132280.715	0.085724533
10	196.095932	46317745.13	4840089.745	0.10449753
5	196.3338623	45964962.63	3204010.739	0.069705501
1	196.7030945	54537982.6	150824.9307	0.002765503
0.200000003	197.5638885	44825655.66	2935079.85	0.065477677
20	197.7758942	49209600.62	4603222.566	0.093543179
10	197.9997253	47594577.27	3528355.959	0.074133568
5	198.2331848	46914146.06	3756373.747	0.080069102
1	198.6036987	44115256.23	2828570.139	0.06411773
0.200000003	199.4400635	41957023.66	12402856.24	0.29560858
20	199.6580963	48156178.82	4486226.183	0.093159929
10	199.8907623	48649648.58	4353784.012	0.089492612
5	200.12883	48413459.46	3388896.051	0.069999047
1	200.5028229	44842665.79	3030856.971	0.067588687
0.200000003	201.3118896	45542734.61	2885488.505	0.063357823
20	201.531189	48720548.02	4523740.639	0.092850775
10	201.7409363	43898157.05	6792151.528	0.154725209
5	201.9901581	46030975.49	6493187.438	0.141061261
1	202.3660431	45761972.28	3110485.186	0.067970961
0.200000003	203.2200012	45682769.88	3699549.307	0.080983475
20	203.439621	49129844.05	4722752.703	0.096127979
10	203.6535034	49255046.81	4233841.092	0.085957512
5	203.8759766	47263254.65	3997504.868	0.08457955
1	204.2350006	47232937.64	2941164.851	0.06226936
0.200000003	205.0860901	45255870.43	4377141.97	0.096719868
20	205.3060303	50689830.6	4552684.018	0.089814544
10	205.5415497	48690377.7	4710962.073	0.096753448
5	205.7684937	47276929.91	3754681.454	0.07941889
1	206.1291046	46216818.81	3106450.252	0.067214713
0.200000003	206.952179	43557370.97	15956085.6	0.366323441
20	207.1797638	48668415.79	4925463.932	0.101204529
10	207.4168701	47784120.56	3816048.964	0.079860188
5	207.6400757	46836182.42	3743469.456	0.079926871
1	208.0352478	48539072.96	2902500.467	0.059797198
0.200000003	209.1650391	34521204.78	16223199.71	0.469948828
20	209.5573273	50506031.24	4874018.725	0.096503697
10	209.9838867	49219494.4	4178533.318	0.084895901
5	210.4472656	50275367.64	3925039.455	0.078070827
1	211.0694885	46395112.21	2981093.666	0.064254478
0.200000003	212.0744934	46508624.98	2537795.718	0.05456613
20	212.2807312	50082756.79	4523154.673	0.090313613
10	212.4669342	50049958.99	3782482.648	0.075574137
5	212.6585388	47924289.5	3707170.125	0.077354722
1	213.0038757	48353138.37	2937440.014	0.060749728
0.200000003	213.9415436	47059596.02	3421558.969	0.072706938
20	214.1894836	51137932.41	4706388.848	0.092033222
10	214.465744	52152704.9	4319065.731	0.082815759
5	214.7754364	48622079.65	3599400.872	0.074028112
1	215.2032166	48801416.22	2844001.256	0.058277022
0.200000003	215.8537292	47880323.3	2736630.526	0.057155639
20	215.974884	50652944.9	4868907.211	0.096122883
10	216.068512	51047698.54	4055387.958	0.079443112
5	216.1457062	49731180.45	3683720.076	0.074072644
1	216.1941071	47434438.22	3009615.907	0.063447908
0.200000003	216.1071167	46211263.95	2239886.203	0.048470568
20	216.0625153	50837174.56	4074050.038	0.08013919
10	216.004303	50134836.86	4393415.362	0.087631986
5	215.9555817	48717138.17	3641693.926	0.074751802
1	215.8774567	48477187.13	3036481.919	0.062637337
0.200000003	215.5975037	47537721.45	2436161.179	0.051246908
20	215.4823456	51825766.85	4441643.868	0.085703388
10	215.3451691	52174265.85	4173812.991	0.07999754
5	215.1758423	50403393.47	3784228.321	0.075078838
1	214.9091187	50070877.73	2992698.686	0.059769247
0.200000003	214.5755615	48571173.14	2701762.492	0.055624813
20	214.5223999	52624705	4133140.105	0.078539923
10	214.4549255	49904329.73	4477871.074	0.089729108
5	214.3724976	49369778.79	3819175.203	0.077358566
1	214.211441	48349829.58	3032630.965	0.062722683
0.200000003	213.9033508	47782917.66	2516701.961	0.052669492
20	213.8530579	51428095.6	4517215.145	0.08783555
10	213.8113556	52578199.35	3996605.137	0.076012589
5	213.7779388	50288126.87	3838319.747	0.076326557
1	213.7098236	48774277.6	2978865.121	0.06107451
0.200000003	213.4953003	48276146.19	2458756.932	0.050931092
20	213.4542389	52565564	4332935.358	0.082429163
10	213.4268799	51778974.32	5017499.713	0.096902259
5	213.411911	49018378.48	3393278.164	0.069224611
1	213.4122314	49557972.48	2831439.254	0.05713388
0.200000003	213.382309	46559185.95	2253762.962	0.048406407
20	213.3597107	52510879.27	4041985.718	0.07697425
10	213.3457184	50156277.18	4010634.907	0.079962768
5	213.3256531	51418811.42	3768520.521	0.073290698
1	213.2973328	48608939.02	2910616.789	0.059878223
0.200000003	213.2616882	47356402.87	2467850.408	0.052112285
20	213.2511749	51341141.18	4924821.733	0.095923498
10	213.244812	50995784.72	4283993.75	0.084006824
5	213.234314	49909881.33	3836447.346	0.076867491
1	213.2225342	49684146.69	2914475.689	0.058660071
0.200000003	213.1999359	47932380.56	2214033.816	0.046190776
20	213.1973877	52925658.44	4664609.636	0.088135131
10	213.1859283	50354680.87	4129515.51	0.08200857
5	213.1827545	51487533.25	3552072.097	0.068988971
1	213.1630249	48175252.46	2877464.479	0.059729099
0.200000003	213.138504	48416113.01	2431301.491	0.050216783
20	213.1407318	52895628.29	2992186.679	0.056567751
10	213.1404266	51982010.32	4620236.362	0.088881448
5	213.1350098	50133307.97	3793640.451	0.075671062
1	213.1235504	49116954.42	2877070.439	0.058575913
0.200000003	213.0589447	47810887.56	1455707.731	0.030447202
20	212.9784088	49912179.56	4061204.017	0.081366993
10	212.9863739	47357126.57	5106659.044	0.107832961
5	213.0070648	43937843.01	3510543.081	0.07989794
1	212.8851624	43012019.99	3001266.299	0.069777384
0.200000003	211.5649109	36061602.63	5240784.95	0.145328671
20	210.99263	37184867.67	5278063.063	0.14194116
10	210.3592072	36790016.23	3781639.558	0.102789834
5	209.650528	34650074.92	3676540.158	0.106104821
1	208.4640503	29638124.36	3162941.775	0.106718689
0.200000003	204.990921	27485319.51	25025926.49	0.910519779
20	203.8409729	28786454.16	4474645.001	0.15544273
10	202.5576477	28479877.4	3427950.807	0.120363958
5	201.2402802	24663719.64	3201662.596	0.129812643
1	199.0690002	25218522.68	8961539.869	0.355355471
0.200000003	192.7521362	328977.7844	394.7733678	0.0012
20	190.7995605	21523900.29	5484893.169	0.254828036
10	188.6177979	21348178.95	4135799.363	0.193730772
5	186.1297607	19281508.66	5033837.895	0.261070758
1	181.7380829	12217237.05	7229474.09	0.591743767
0.200000003	170.5332489	2119740.151	2543.688313	0.0012
20	167.4150238	16649983.44	5897412.825	0.35419932
10	164.1624146	15642399.01	5462838.762	0.349232793
5	160.72612	13676672.98	5206242.295	0.380665839
1	155.4782104	8191243.148	11316961.82	1.381592751
0.200000003	144.0466309	280021.4051	5902737.047	21.07959175
20	141.2054749	9412777.697	1525042.627	0.162018344
10	138.3314667	13163104.34	3884181.978	0.29508099
5	135.3218689	10484851.8	4920314.521	0.469278395
1	130.7445221	6305069.126	9594254.382	1.521673083
0.200000003	120.8193359	557041.4153	9147107.722	16.42087555
20	118.3711014	15773238.13	5532720.708	0.350766331
10	115.8524933	12319197.58	5463793.911	0.443518668
5	113.1700134	12403625.58	5375670.003	0.433395058
1	109.0600128	9083607.426	7084618.242	0.779934406
0.200000003	100.0894775	2167442.795	8972062.808	4.139469147
20	97.75357819	23591667.54	13435585.86	0.569505572
10	95.38762665	23074759.14	12224602.78	0.529782474
5	92.96369934	21097869.6	10877873.62	0.515591085
1	89.11204529	15801910.53	10368689.54	0.656166852
0.200000003	80.70821381	13428750.68	12554309.3	0.934882879
20	78.61920166	106553296	103640854.3	0.9726668
10	76.40130615	108316618.5	102541617.9	0.946684062
5	74.08319092	107278198.7	102013730.2	0.95092696
1	70.5500946	82766029.91	84038816.51	1.015378118
0.200000003	62.58016968	80511754.33	140404142.6	1.743896127
20	60.4442482	2013019045	680948156.7	0.338272095
10	58.2583313	2176383041	678766635.4	0.311878294
5	55.99680328	2373908642	695840188.3	0.293120027
